,stock,day,open,close,high,low,volume
686,VNINDEX,2019_10_03,985.65,992.45,992.45,983.35,3251954950000.0
687,VNINDEX,2019_10_04,993.69,987.59,994.81,987.59,3281733080000.0
688,VNINDEX,2019_10_07,989.45,983.09,990.34,983.09,3099394180000.0
689,VNINDEX,2019_10_08,983.62,988.22,988.51,981.89,2900023010000.0
690,VNINDEX,2019_10_09,987.82,987.83,992.0,986.74,2833914600000.0
691,VNINDEX,2019_10_10,988.81,987.38,990.89,986.93,2799514120000.0
692,VNINDEX,2019_10_11,988.57,991.84,991.84,987.38,2848144370000.0
693,VNINDEX,2019_10_14,994.61,993.57,997.25,991.84,3494692830000.0
694,VNINDEX,2019_10_15,993.55,993.05,994.75,990.74,2686386700000.0
695,VNINDEX,2019_10_16,995.75,994.46,997.41,993.05,2859141040000.0
696,VNINDEX,2019_10_17,995.04,989.82,995.81,989.82,3257549830000.0
697,VNINDEX,2019_10_18,992.0,989.2,993.03,988.56,2940999560000.0
698,VNINDEX,2019_10_21,988.18,983.56,989.2,983.56,3146867280000.0
699,VNINDEX,2019_10_22,983.52,987.19,987.59,983.52,3159207680000.0
700,VNINDEX,2019_10_23,987.04,987.79,989.61,985.52,2672103510000.0
701,VNINDEX,2019_10_24,988.85,993.6,993.6,987.65,3045605910000.0
702,VNINDEX,2019_10_25,993.91,996.57,996.67,992.91,2778305600000.0
703,VNINDEX,2019_10_28,998.27,996.48,999.56,996.48,2793345400000.0
704,VNINDEX,2019_10_29,997.77,995.87,999.88,995.87,2980564730000.0
705,VNINDEX,2019_10_30,996.83,1000.89,1003.4,994.86,3119058360000.0
706,VNINDEX,2019_10_31,1000.89,998.82,1004.4,998.58,3404897720000.0
707,VNINDEX,2019_11_01,998.82,1015.59,1015.88,998.82,4041200120000.0
708,VNINDEX,2019_11_04,1019.0,1022.43,1023.92,1015.59,4439731020000.0
709,VNINDEX,2019_11_05,1022.77,1024.34,1025.19,1021.63,3663095000000.0
710,VNINDEX,2019_11_06,1023.43,1024.91,1028.97,1023.42,3721950150000.0
711,VNINDEX,2019_11_07,1023.49,1024.03,1028.45,1022.61,3399591950000.0
712,VNINDEX,2019_11_08,1026.98,1022.49,1027.39,1021.11,3433688250000.0
713,VNINDEX,2019_11_11,1023.32,1016.75,1024.77,1016.35,3555140680000.0
714,VNINDEX,2019_11_12,1016.97,1018.33,1021.84,1015.97,3484609540000.0
715,VNINDEX,2019_11_13,1019.07,1012.77,1020.09,1010.8,3790842740000.0
716,VNINDEX,2019_11_14,1013.85,1012.3,1016.71,1010.6,3850260800000.0
717,VNINDEX,2019_11_15,1012.93,1010.03,1015.16,1005.1,3335844350000.0
718,VNINDEX,2019_11_18,1010.03,1002.91,1012.09,1002.63,3405329620000.0
719,VNINDEX,2019_11_19,1002.89,1008.35,1008.35,1001.35,3200349270000.0
720,VNINDEX,2019_11_20,1009.21,1000.56,1009.21,1000.56,3509245120000.0
721,VNINDEX,2019_11_21,999.37,987.89,1000.56,987.89,4096117830000.0
722,VNINDEX,2019_11_22,992.73,977.78,993.7,971.03,4192204198900.0
723,VNINDEX,2019_11_25,977.85,976.35,979.6,971.24,3081754620000.0
724,VNINDEX,2019_11_26,976.35,976.79,981.96,976.35,3326445100000.0
725,VNINDEX,2019_11_27,978.98,978.17,982.76,976.79,2817681460000.0
726,VNINDEX,2019_11_28,977.66,970.39,979.17,967.68,3315360940000.0
727,VNINDEX,2019_11_29,971.1,970.75,972.89,968.03,2782000140000.0
728,VNINDEX,2019_12_02,971.42,959.31,972.91,958.3,3594172070000.0
729,VNINDEX,2019_12_03,957.4,953.43,960.82,950.96,3696575230000.0
730,VNINDEX,2019_12_04,952.51,965.9,965.9,950.13,3345904860000.0
731,VNINDEX,2019_12_05,969.0,963.27,969.53,962.16,3114547600000.0
732,VNINDEX,2019_12_06,962.38,963.56,965.41,960.99,2784167490000.0
733,VNINDEX,2019_12_09,963.91,966.06,967.57,962.59,3054261250000.0
734,VNINDEX,2019_12_10,965.92,960.3,966.58,955.14,3280057490000.0
735,VNINDEX,2019_12_11,960.59,961.78,961.78,954.56,2911083910000.0
736,VNINDEX,2019_12_12,963.39,968.17,968.39,961.78,2802903050000.0
737,VNINDEX,2019_12_13,969.43,966.18,971.84,965.93,3030997690000.0
738,VNINDEX,2019_12_16,966.0,961.47,966.18,960.39,3126763700000.0
739,VNINDEX,2019_12_17,962.49,954.03,962.79,954.03,3345223110000.0
740,VNINDEX,2019_12_18,951.52,951.13,954.18,949.86,3311558300000.0
741,VNINDEX,2019_12_19,950.61,952.26,955.85,946.74,3068077520000.0
742,VNINDEX,2019_12_20,953.55,956.41,957.52,952.26,3406858400000.0
743,VNINDEX,2019_12_23,959.55,959.43,960.71,956.41,3389083640000.0
744,VNINDEX,2019_12_24,959.43,958.88,959.43,953.29,2776275110000.0
745,VNINDEX,2019_12_25,958.18,960.92,962.83,957.5,2788829110000.0
746,VNINDEX,2019_12_26,960.67,958.59,962.11,957.43,2368381760000.0
747,VNINDEX,2019_12_27,957.7,963.51,963.51,954.19,1901470630000.0
748,VNINDEX,2019_12_30,962.89,965.03,967.52,962.47,2418776800000.0
749,VNINDEX,2019_12_31,965.71,960.99,965.71,958.23,2202864980000.0
750,VNINDEX,2020_01_02,960.26,966.67,966.67,959.67,2246372950000.0
751,VNINDEX,2020_01_03,968.72,965.14,970.88,965.14,2464879150000.0
752,VNINDEX,2020_01_06,962.79,955.79,963.2,955.59,2255323790000.0
753,VNINDEX,2020_01_07,955.79,958.88,959.46,953.19,2090273390000.0
754,VNINDEX,2020_01_08,954.13,948.98,955.84,945.28,2873474160000.0
755,VNINDEX,2020_01_09,960.01,960.15,960.73,952.16,2274858000000.0
756,VNINDEX,2020_01_10,961.17,968.54,969.71,961.17,2977435000000.0
757,VNINDEX,2020_01_13,966.89,965.84,968.63,964.79,1907491603100.0
758,VNINDEX,2020_01_14,966.26,967.0,968.85,965.76,2184509650000.0
759,VNINDEX,2020_01_15,967.69,967.56,967.69,964.84,1995618630000.0
760,VNINDEX,2020_01_16,967.2,974.31,974.7,967.17,2672133340000.0
761,VNINDEX,2020_01_17,976.28,978.96,980.02,973.79,2318721450000.0
762,VNINDEX,2020_01_20,978.23,978.63,979.85,975.93,2124741110000.0
763,VNINDEX,2020_01_21,978.82,986.37,986.37,978.82,2681983560000.0
764,VNINDEX,2020_01_22,986.52,991.46,991.46,983.92,2547511090000.0
765,VNINDEX,2020_01_30,975.15,959.58,977.72,954.0,3892383980000.0
766,VNINDEX,2020_01_31,959.58,936.62,960.96,936.62,4021796330000.0
767,VNINDEX,2020_02_03,916.6,928.14,930.37,891.85,4347355640000.0
768,VNINDEX,2020_02_04,929.42,929.09,934.91,919.33,3322710000000.0
769,VNINDEX,2020_02_05,934.75,925.91,936.33,921.89,2998248500000.0
770,VNINDEX,2020_02_06,926.66,938.54,938.54,925.21,3777762110000.0
771,VNINDEX,2020_02_07,938.61,940.75,943.48,935.94,3120256490000.0
772,VNINDEX,2020_02_10,934.38,930.73,935.87,926.61,2213458000000.0
773,VNINDEX,2020_02_11,930.73,934.67,936.04,930.73,2730184570000.0
774,VNINDEX,2020_02_12,940.72,937.68,943.11,937.34,3202842170000.0
775,VNINDEX,2020_02_13,937.19,938.24,939.1,934.47,2472279870000.0
776,VNINDEX,2020_02_14,939.28,937.45,940.65,936.47,2709899640000.0
777,VNINDEX,2020_02_17,938.52,934.77,938.52,931.66,2496646320000.0
778,VNINDEX,2020_02_18,934.47,927.93,934.98,926.01,2735252480000.0
779,VNINDEX,2020_02_19,926.41,928.76,931.66,925.86,2507038750000.0
780,VNINDEX,2020_02_20,933.69,938.13,938.13,930.41,2803081400000.0
781,VNINDEX,2020_02_21,938.13,933.09,940.53,932.32,3154354920000.0
782,VNINDEX,2020_02_24,917.49,903.34,917.49,903.34,4163557380000.0
783,VNINDEX,2020_02_25,893.95,909.67,909.67,893.95,2987850430000.0
784,VNINDEX,2020_02_26,901.51,895.97,903.27,894.25,2603314230000.0
785,VNINDEX,2020_02_27,892.15,898.44,899.34,889.14,2648715590000.0
786,VNINDEX,2020_02_28,885.47,882.19,887.07,872.46,3235683060000.0
787,VNINDEX,2020_03_02,878.43,884.43,886.45,877.31,2796963210000.0
788,VNINDEX,2020_03_03,895.39,890.61,896.39,890.06,2919824130000.0
789,VNINDEX,2020_03_04,887.85,889.37,889.85,882.83,2652777660000.0
790,VNINDEX,2020_03_05,892.71,893.31,898.43,891.2,2919923370000.0
791,VNINDEX,2020_03_06,888.96,891.44,891.44,882.71,2620576550000.0
792,VNINDEX,2020_03_09,875.8,835.49,875.8,834.67,4313413700000.0
793,VNINDEX,2020_03_10,813.83,837.5,843.28,806.63,3657220700000.0
794,VNINDEX,2020_03_11,843.52,811.35,844.94,794.54,4106334980000.0
795,VNINDEX,2020_03_12,778.06,769.25,778.06,762.12,4347213200000.0
796,VNINDEX,2020_03_13,735.6,761.78,764.69,723.42,4314606000000.0
797,VNINDEX,2020_03_16,758.28,747.86,758.59,737.58,3125770780000.0
798,VNINDEX,2020_03_17,724.07,745.78,750.03,721.84,3082105970000.0
799,VNINDEX,2020_03_18,747.4,747.66,752.65,742.12,2899113000000.0
800,VNINDEX,2020_03_19,732.35,725.94,733.43,714.02,3267342100000.0
801,VNINDEX,2020_03_20,728.55,709.73,729.35,709.73,3137950210000.0
802,VNINDEX,2020_03_23,694.77,666.59,694.77,664.23,3189192710000.0
803,VNINDEX,2020_03_24,666.59,659.21,666.59,652.27,3033545500000.0
804,VNINDEX,2020_03_25,669.76,690.25,690.25,667.58,3069128560000.0
805,VNINDEX,2020_03_26,689.0,694.21,700.76,680.1,2692401350000.0
806,VNINDEX,2020_03_27,692.54,696.06,703.22,682.52,2877770690000.0
807,VNINDEX,2020_03_30,663.91,662.26,665.56,657.36,2405204450000.0
808,VNINDEX,2020_03_31,669.74,662.53,678.64,649.1,2561910220000.0
809,VNINDEX,2020_04_01,658.8,680.23,684.96,657.41,2120435050000.0
810,VNINDEX,2020_04_03,687.92,701.8,701.8,687.92,2659867210000.0
811,VNINDEX,2020_04_06,716.22,736.75,736.75,715.39,3786633277300.0
812,VNINDEX,2020_04_07,744.97,746.69,749.13,730.28,4122178428500.0
813,VNINDEX,2020_04_08,740.03,748.02,748.36,730.12,2833851637300.0
814,VNINDEX,2020_04_09,751.08,760.33,765.87,751.08,3726867262900.0
815,VNINDEX,2020_04_10,759.08,757.94,764.36,751.59,3263246570000.0
816,VNINDEX,2020_04_13,762.99,765.79,774.62,762.53,3060253180000.0
817,VNINDEX,2020_04_14,769.01,767.41,769.53,753.85,3353886000000.0
818,VNINDEX,2020_04_15,768.05,777.22,779.52,768.01,3373409500000.0
819,VNINDEX,2020_04_16,773.11,780.7,781.06,770.91,3027947650000.0
820,VNINDEX,2020_04_17,786.96,789.6,790.95,783.74,4196413670000.0
821,VNINDEX,2020_04_20,796.17,794.97,797.49,786.73,4362381790000.0
822,VNINDEX,2020_04_21,794.97,766.84,794.97,761.96,5119958440000.0
823,VNINDEX,2020_04_22,752.8,768.92,774.94,749.97,3416915360000.0
824,VNINDEX,2020_04_23,774.23,773.91,785.6,768.92,2921711430000.0
825,VNINDEX,2020_04_24,777.28,776.66,778.3,767.31,3200395720900.0
826,VNINDEX,2020_04_27,774.63,770.77,785.74,770.77,3772529359100.0
827,VNINDEX,2020_04_28,773.31,767.21,776.13,763.66,3158468290200.0
828,VNINDEX,2020_04_29,768.59,769.11,772.62,768.19,3301362935000.0
829,VNINDEX,2020_05_04,766.14,762.47,769.73,761.64,2983025974600.0
830,VNINDEX,2020_05_05,763.22,764.16,767.03,760.04,2473271346800.0
831,VNINDEX,2020_05_06,767.3,782.59,782.59,765.37,3437894878100.0
832,VNINDEX,2020_05_07,785.08,796.54,796.54,785.08,3621577747900.0
833,VNINDEX,2020_05_08,800.32,813.73,825.72,800.2,6291757308900.0
834,VNINDEX,2020_05_11,818.26,828.33,828.33,812.48,4485718814200.0
835,VNINDEX,2020_05_12,827.29,835.32,835.95,819.66,5040994856300.0
836,VNINDEX,2020_05_13,835.32,834.21,839.59,815.13,5706391263700.0
837,VNINDEX,2020_05_14,830.97,832.4,836.19,826.17,4507290306000.0
838,VNINDEX,2020_05_15,835.42,827.03,838.47,824.59,4239338092900.0
839,VNINDEX,2020_05_18,827.49,837.01,837.61,823.08,3848820180900.0
840,VNINDEX,2020_05_19,852.14,845.92,854.25,844.15,5349546606600.0
841,VNINDEX,2020_05_20,845.99,852.91,852.91,842.21,3913587888500.0
842,VNINDEX,2020_05_21,854.93,862.73,862.73,854.04,4835867472000.0
843,VNINDEX,2020_05_22,859.29,852.74,860.65,852.08,4515448301300.0
844,VNINDEX,2020_05_25,852.9,859.04,860.45,849.12,4462943503300.0
845,VNINDEX,2020_05_26,861.47,869.13,869.65,860.22,4982811000000.0
846,VNINDEX,2020_05_27,869.13,857.48,875.35,857.48,5983416878100.0
847,VNINDEX,2020_05_28,858.97,861.39,866.17,856.48,4498649964900.0
848,VNINDEX,2020_05_29,861.59,864.47,866.95,859.26,4191637987800.0
849,VNINDEX,2020_06_01,868.97,878.67,878.67,868.97,5118971569000.0
850,VNINDEX,2020_06_02,879.23,874.8,882.73,874.53,6040747242900.0
851,VNINDEX,2020_06_03,876.73,881.17,881.17,874.01,4325745476000.0
852,VNINDEX,2020_06_04,885.13,883.9,888.32,883.22,5408261258600.0
853,VNINDEX,2020_06_05,883.4,886.22,886.59,878.5,5195948000000.0
854,VNINDEX,2020_06_08,888.7,899.92,905.65,888.7,7211096364000.0
855,VNINDEX,2020_06_09,902.26,899.43,904.89,898.87,6222839064800.0
856,VNINDEX,2020_06_10,898.78,900.0,902.69,890.3,6361551957600.0
857,VNINDEX,2020_06_11,900.48,867.37,903.7,867.37,8854564659100.0
858,VNINDEX,2020_06_12,841.85,863.52,863.52,841.44,6897277496800.0
859,VNINDEX,2020_06_15,867.52,832.47,868.16,832.47,6358632607900.0
860,VNINDEX,2020_06_16,848.86,856.13,858.7,844.67,4222873450700.0
861,VNINDEX,2020_06_17,861.05,854.44,861.05,852.27,3604237339400.0
862,VNINDEX,2020_06_18,850.92,855.27,858.03,847.49,3096860519600.0
863,VNINDEX,2020_06_19,857.77,868.56,868.56,857.77,4570604002900.0
864,VNINDEX,2020_06_22,871.56,871.28,872.94,867.37,4341829007700.0
865,VNINDEX,2020_06_23,871.7,868.2,873.2,864.02,5207036441800.0
866,VNINDEX,2020_06_24,868.2,859.71,873.13,857.58,4168950530600.0
867,VNINDEX,2020_06_25,851.09,854.59,856.23,849.65,3876043004300.0
868,VNINDEX,2020_06_26,857.29,851.98,857.43,850.66,3085983580600.0
869,VNINDEX,2020_06_29,846.26,829.36,846.53,826.0,4408445130600.0
870,VNINDEX,2020_06_30,836.72,825.11,840.31,821.92,4050522226000.0
871,VNINDEX,2020_07_01,827.67,843.49,844.26,826.38,3065046453900.0
872,VNINDEX,2020_07_02,845.66,842.38,845.66,838.48,2914317532300.0
873,VNINDEX,2020_07_03,845.26,847.61,848.16,843.25,2862481379700.0
874,VNINDEX,2020_07_06,851.47,861.16,861.85,850.04,3327498220700.0
875,VNINDEX,2020_07_07,865.46,863.42,870.63,863.42,4545799357000.0
876,VNINDEX,2020_07_08,861.75,864.5,865.58,859.98,3032717762600.0
877,VNINDEX,2020_07_09,867.66,876.46,878.36,867.45,4134681250200.0
878,VNINDEX,2020_07_10,873.7,871.21,878.53,867.59,3789568055600.0
879,VNINDEX,2020_07_13,874.85,868.72,876.83,866.99,3482964416100.0
880,VNINDEX,2020_07_14,865.01,868.11,868.11,860.28,3139499862900.0
881,VNINDEX,2020_07_15,872.8,869.91,876.69,869.91,3534250454200.0
882,VNINDEX,2020_07_16,871.81,876.83,876.83,869.25,3727714832500.0
883,VNINDEX,2020_07_17,873.48,872.02,875.07,871.89,3767415703100.0
884,VNINDEX,2020_07_20,870.66,861.4,871.64,861.4,3821968413800.0
885,VNINDEX,2020_07_21,863.94,861.69,864.7,856.94,3771059108100.0
886,VNINDEX,2020_07_22,862.8,855.08,864.0,854.97,3357391518400.0
887,VNINDEX,2020_07_23,854.92,856.75,857.22,851.97,3360199662300.0
888,VNINDEX,2020_07_24,854.23,829.16,854.57,816.65,6823724777800.0
889,VNINDEX,2020_07_27,794.14,785.17,808.74,780.64,5981358229000.0
890,VNINDEX,2020_07_28,786.72,813.36,814.4,786.67,4511588750300.0
891,VNINDEX,2020_07_29,795.03,790.84,800.39,779.82,4541188238500.0
892,VNINDEX,2020_07_30,796.22,801.13,802.97,794.88,2525883719400.0
893,VNINDEX,2020_07_31,787.78,798.39,803.55,786.98,3176118532000.0
894,VNINDEX,2020_08_03,796.86,814.65,814.84,796.47,3496899586400.0
895,VNINDEX,2020_08_04,822.86,827.57,827.57,820.2,3473920709400.0
896,VNINDEX,2020_08_05,827.54,837.8,839.52,820.74,4367778436200.0
897,VNINDEX,2020_08_06,838.01,840.04,844.16,833.56,3672333833100.0
898,VNINDEX,2020_08_07,840.65,841.46,844.33,836.84,3669422823100.0
899,VNINDEX,2020_08_10,845.11,843.2,849.52,843.2,4306691080500.0
900,VNINDEX,2020_08_11,847.61,843.08,847.61,840.35,3590156948300.0
901,VNINDEX,2020_08_12,844.19,846.92,848.54,842.88,3827146386000.0
902,VNINDEX,2020_08_13,849.96,855.05,855.19,849.86,3901257569200.0
903,VNINDEX,2020_08_14,854.29,850.74,860.32,848.38,4722827327300.0
904,VNINDEX,2020_08_17,848.08,850.15,852.05,841.62,3375146742600.0
905,VNINDEX,2020_08_18,850.15,846.43,851.06,845.0,3003245344000.0
906,VNINDEX,2020_08_19,847.19,851.21,853.15,846.22,3561949565800.0
907,VNINDEX,2020_08_20,851.21,848.21,856.99,847.44,4134804000000.0
908,VNINDEX,2020_08_21,849.99,854.78,856.45,849.69,4454389481400.0
909,VNINDEX,2020_08_24,860.35,868.68,868.68,860.35,5716687463600.0
910,VNINDEX,2020_08_25,870.92,874.12,877.57,870.92,5969305148200.0
911,VNINDEX,2020_08_26,873.62,873.47,876.97,871.78,5611988983200.0
912,VNINDEX,2020_08_27,872.38,874.71,875.71,871.93,4761332927500.0
913,VNINDEX,2020_08_28,881.54,878.98,885.86,877.7,6007382096300.0
914,VNINDEX,2020_08_31,882.13,881.65,888.44,879.26,5637771739700.0
915,VNINDEX,2020_09_01,882.15,891.73,892.51,880.79,4856037849700.0
916,VNINDEX,2020_09_03,898.25,903.97,904.32,896.26,6105176736900.0
917,VNINDEX,2020_09_04,896.02,901.54,903.11,893.86,5870934063200.0
918,VNINDEX,2020_09_07,903.85,888.25,905.8,888.25,6411335765000.0
919,VNINDEX,2020_09_08,891.61,890.14,894.58,884.88,4753281629800.0
920,VNINDEX,2020_09_09,883.68,889.32,892.4,881.57,5140069366500.0
921,VNINDEX,2020_09_10,895.29,888.82,896.78,888.82,4875949526700.0
922,VNINDEX,2020_09_11,888.82,888.97,890.98,884.67,4520141608300.0
923,VNINDEX,2020_09_14,891.89,894.57,895.31,891.89,5226726803800.0
924,VNINDEX,2020_09_15,898.52,896.26,898.74,894.66,5521622110300.0
925,VNINDEX,2020_09_16,897.43,897.47,897.58,894.63,4388484911500.0
926,VNINDEX,2020_09_17,897.47,894.04,899.41,890.93,5865040934700.0
927,VNINDEX,2020_09_18,896.08,900.95,902.11,895.82,5195521813400.0
928,VNINDEX,2020_09_21,904.5,907.94,909.78,904.5,6250817701500.0
929,VNINDEX,2020_09_22,905.9,906.19,909.69,902.47,6132090275900.0
930,VNINDEX,2020_09_23,908.97,912.5,913.52,908.97,5470686407400.0
931,VNINDEX,2020_09_24,910.53,908.58,914.51,907.32,5592412184800.0
932,VNINDEX,2020_09_25,910.78,908.27,911.3,905.56,5412656345500.0
933,VNINDEX,2020_09_28,911.2,912.5,913.6,910.04,6254729665100.0
934,VNINDEX,2020_09_29,916.63,903.98,917.49,903.98,7755014182837.0
935,VNINDEX,2020_09_30,904.34,905.21,907.0,900.44,5493141584600.0
936,VNINDEX,2020_10_01,910.13,914.09,914.09,909.13,5853564917300.0
937,VNINDEX,2020_10_02,914.09,909.91,916.67,897.72,8095933431500.0
938,VNINDEX,2020_10_05,913.77,914.68,915.55,910.96,6430590894700.0
939,VNINDEX,2020_10_06,918.11,915.67,918.93,912.77,7276979334100.0
940,VNINDEX,2020_10_07,913.62,919.72,923.57,912.69,7851683816500.0
941,VNINDEX,2020_10_08,922.08,918.84,922.08,913.89,7158791344200.0
942,VNINDEX,2020_10_09,919.48,924.0,924.0,917.7,5762254104300.0
943,VNINDEX,2020_10_12,930.78,925.83,933.13,923.28,7662378408800.0
944,VNINDEX,2020_10_13,926.76,929.86,930.96,923.78,5569171629300.0
945,VNINDEX,2020_10_14,931.89,940.18,940.18,931.89,7561481229400.0
946,VNINDEX,2020_10_15,945.28,942.76,945.93,938.7,8355822779600.0
947,VNINDEX,2020_10_16,944.03,943.3,946.23,935.98,7947901003100.0
948,VNINDEX,2020_10_19,945.01,943.69,946.29,941.92,6888769647300.0
949,VNINDEX,2020_10_20,941.0,944.42,944.54,937.32,7708915919000.0
950,VNINDEX,2020_10_21,947.16,939.03,948.2,939.0,7126822753800.0
951,VNINDEX,2020_10_22,938.06,949.9,949.9,933.78,6377177968100.0
952,VNINDEX,2020_10_23,953.45,961.26,961.26,953.14,7768488184100.0
953,VNINDEX,2020_10_26,967.52,950.8,970.15,950.8,7903259614700.0
954,VNINDEX,2020_10_27,950.8,946.47,954.72,946.28,7583068845800.0
955,VNINDEX,2020_10_28,942.82,921.05,946.91,921.05,8186049631600.0
956,VNINDEX,2020_10_29,918.56,919.08,925.84,914.33,7180828057400.0
957,VNINDEX,2020_10_30,925.41,925.47,926.32,911.2,6062427372100.0
958,VNINDEX,2020_11_02,926.09,933.68,933.68,924.14,4628834978100.0
959,VNINDEX,2020_11_03,936.73,935.41,937.57,932.18,5797080626400.0
960,VNINDEX,2020_11_04,935.41,939.76,943.56,933.86,6097943050700.0
961,VNINDEX,2020_11_05,940.32,937.75,945.51,937.75,5419497065800.0
962,VNINDEX,2020_11_06,939.73,938.29,941.2,934.63,4712342021100.0
963,VNINDEX,2020_11_09,942.15,951.99,951.99,942.15,7014900029700.0
964,VNINDEX,2020_11_10,962.68,951.9,963.47,951.9,8298801606400.0
965,VNINDEX,2020_11_11,954.46,952.22,956.65,947.61,6870188000000.0
966,VNINDEX,2020_11_12,953.97,959.28,959.28,953.62,5521063000000.0
967,VNINDEX,2020_11_13,959.56,966.29,966.29,959.13,7127548528400.0
968,VNINDEX,2020_11_16,970.11,950.79,972.98,950.5,9494884234200.0
969,VNINDEX,2020_11_17,955.52,968.9,968.9,953.22,7255893158400.0
970,VNINDEX,2020_11_18,969.48,973.53,974.3,966.32,8802718083300.0
971,VNINDEX,2020_11_19,975.32,983.26,983.26,974.33,9692411977900.0
972,VNINDEX,2020_11_20,984.71,990.0,990.0,980.72,8492278969400.0
973,VNINDEX,2020_11_23,991.87,994.19,995.9,985.38,9124378451400.0
974,VNINDEX,2020_11_24,996.55,995.76,997.99,984.92,10852653144100.0
975,VNINDEX,2020_11_25,1000.39,999.94,1002.31,996.8,9652136797100.0
976,VNINDEX,2020_11_26,999.24,1005.97,1005.97,994.91,8299104349000.0
977,VNINDEX,2020_11_27,1006.68,1010.22,1010.22,1004.0,7888430813900.0
978,VNINDEX,2020_11_30,1011.82,1003.08,1012.5,1002.61,9188178316700.0
979,VNINDEX,2020_12_01,988.71,1008.87,1008.87,988.71,10391843778300.0
980,VNINDEX,2020_12_02,1008.77,1014.32,1015.86,1007.91,9598661220600.0
981,VNINDEX,2020_12_03,1016.73,1019.8,1020.35,1014.06,9141763555200.0
982,VNINDEX,2020_12_04,1019.8,1021.49,1025.17,1018.67,9961856955800.0
983,VNINDEX,2020_12_07,1024.34,1029.98,1030.41,1022.14,8850007747600.0
984,VNINDEX,2020_12_08,1029.98,1029.26,1032.58,1025.63,9732625801200.0
985,VNINDEX,2020_12_09,1029.26,1039.13,1039.55,1029.26,10757451701000.0
986,VNINDEX,2020_12_10,1041.65,1030.91,1044.1,1030.91,11476725233300.0
987,VNINDEX,2020_12_11,1033.19,1045.96,1045.96,1030.06,8684563302800.0
988,VNINDEX,2020_12_14,1048.97,1064.09,1064.09,1048.97,10364089194400.0
989,VNINDEX,2020_12_15,1062.02,1055.27,1067.45,1052.01,12202271871700.0
990,VNINDEX,2020_12_16,1058.34,1066.99,1066.99,1057.21,10876940705100.0
991,VNINDEX,2020_12_17,1058.63,1051.77,1062.62,1051.42,13565182402600.0
992,VNINDEX,2020_12_18,1055.75,1067.46,1068.56,1055.75,11695838469300.0
993,VNINDEX,2020_12_21,1071.62,1081.08,1081.6,1070.86,12997390111500.0
994,VNINDEX,2020_12_22,1081.85,1083.45,1084.23,1077.06,12751683785900.0
995,VNINDEX,2020_12_23,1087.89,1078.9,1094.09,1077.92,13531963111000.0
996,VNINDEX,2020_12_24,1083.83,1067.52,1084.76,1046.89,12928979027500.0
997,VNINDEX,2020_12_25,1068.83,1084.42,1084.42,1061.83,11314871775900.0
998,VNINDEX,2020_12_28,1094.37,1091.33,1096.11,1083.9,12855482907500.0
999,VNINDEX,2020_12_29,1090.49,1099.49,1102.79,1087.93,12603335746500.0
1000,VNINDEX,2020_12_30,1099.78,1097.54,1108.83,1094.91,11790617862700.0
1001,VNINDEX,2020_12_31,1098.25,1103.87,1105.33,1096.27,9934682138900.0
1002,VNINDEX,2021_01_04,1113.77,1120.47,1126.43,1113.59,14642975148000.0
1003,VNINDEX,2021_01_05,1116.96,1132.55,1134.45,1116.49,14682336425000.0
1004,VNINDEX,2021_01_06,1139.12,1143.21,1152.85,1133.7,15789565393000.0
1005,VNINDEX,2021_01_07,1147.26,1156.49,1156.49,1143.44,15211308704000.0
1006,VNINDEX,2021_01_08,1164.1,1167.69,1176.33,1160.48,16058016976000.0
1007,VNINDEX,2021_01_11,1176.47,1184.89,1186.45,1175.0,16269022149000.0
1008,VNINDEX,2021_01_12,1190.38,1192.28,1192.28,1179.24,14625698419000.0
1009,VNINDEX,2021_01_13,1197.32,1186.05,1200.82,1183.18,15491701014000.0
1010,VNINDEX,2021_01_14,1189.48,1187.4,1190.5,1178.84,15220857556000.0
1011,VNINDEX,2021_01_15,1188.84,1194.2,1197.74,1188.84,16186046763000.0
1012,VNINDEX,2021_01_18,1198.79,1191.94,1200.85,1190.33,15851676865000.0
1013,VNINDEX,2021_01_19,1189.91,1131.0,1189.91,1117.17,17836556604000.0
1014,VNINDEX,2021_01_20,1136.5,1134.68,1142.48,1098.05,16360398177000.0
1015,VNINDEX,2021_01_21,1146.86,1164.21,1164.21,1132.66,13939410698000.0
1016,VNINDEX,2021_01_22,1166.77,1166.78,1175.72,1161.43,14586556097000.0
1017,VNINDEX,2021_01_25,1164.2,1166.05,1172.18,1162.8,14543552396000.0
1018,VNINDEX,2021_01_26,1164.97,1136.12,1164.97,1121.03,14927276244000.0
1019,VNINDEX,2021_01_27,1122.41,1097.17,1132.99,1088.86,15513533530000.0
1020,VNINDEX,2021_01_28,1041.71,1023.94,1052.16,1022.77,15651407162000.0
1021,VNINDEX,2021_01_29,998.33,1056.61,1076.11,998.33,15796365000000.0
1022,VNINDEX,2021_02_01,1056.61,1035.51,1074.52,1035.51,12220003000000.0
1023,VNINDEX,2021_02_02,1036.95,1075.53,1075.53,1029.36,11580769237000.0
1024,VNINDEX,2021_02_03,1084.87,1111.29,1113.24,1082.95,13224482493000.0
1025,VNINDEX,2021_02_04,1112.97,1112.19,1117.88,1098.85,10689280264000.0
1026,VNINDEX,2021_02_05,1114.79,1126.91,1126.91,1112.19,10333694574000.0
1027,VNINDEX,2021_02_08,1127.06,1083.18,1127.06,1075.1,15138357960000.0
